input_text,outcome
"The case involves an appeal against conviction under Section 15 of the Narcotic Drugs and Psychotropic Substances Act, 1985.  The appellant, Megh Singh, was found sitting near 25 bags of poppy husk. The court held that conscious possession was established, supported by Section 54 of the Act, which presumes conscious possession from physical possession.  The court rejected the argument that Section 50 was not complied with, as it only applies to personal searches, not searches of containers.","Bail was not granted; judgment was against the petitioner. 
Case law references supporting this outcome are:
1. *Madan Lal and Anr. v. State of Himachal Pradesh* (2003 (6) SCALE 483) - supports the presumption of conscious possession.
2. *Kalema Tumba v. State of Maharashtra and Anr.* (JT 1999 (8) SC 293) - clarifies the application of Section 50.
3. *The State of Punjab v. Baldev Singh* (JT 1999 (4) SC 595) - further clarifies the application of Section 50."
"IPC Sections 376, 34, 342, and 228-A.  Bhupinder Sharma was convicted of rape (Section 376 IPC) and wrongful confinement (Section 342 IPC). The High Court enhanced his sentence from 4 years to 10 years. The Supreme Court upheld the conviction and sentence, emphasizing that under Section 376(2)(g) and Explanation 1,  participation in gang rape attracts the minimum sentence even without direct commission of rape.","Judgment against petitioner. The Supreme Court upheld the High Court's enhanced sentence.  Three supporting case laws are not explicitly mentioned in the provided text, but based on the judgment's reasoning, relevant precedents would likely include cases focusing on: 
1.  Interpretation of Section 376 IPC regarding gang rape and minimum sentencing.
2.  The admissibility of victim testimony in rape cases and the need for corroboration.
3. The power of appellate courts to enhance sentences."
"The case revolves around Rule 10 of the Central Civil Services (Classification, Control and Appeal) Rules, 1965, specifically sub-rule (2), concerning deemed suspension for custodial detention exceeding 48 hours. The Delhi High Court held that such suspension ends upon release from detention. The Supreme Court reversed this, stating that the deemed suspension under Rule 10(2) continues until modified or revoked under Rule 10(5)(a) and (c).","Judgment against petitioner.  The Supreme Court reversed the High Court's decision.  Case law supporting this outcome is not explicitly cited in the provided text, but the judgment relies heavily on the interpretation of Rule 10 and its sub-rules, suggesting that case law supporting the interpretation of similar statutory provisions would be relevant.  Finding three specific cases to support this requires access to a legal database."
"IPC Sections 302, 307, 304 Part I, 308, and 300 were involved.  The appellant was initially convicted under Sections 302 and 307 IPC, then the High Court amended the conviction to Sections 304 Part I and 308 IPC. The Supreme Court further amended the conviction to Section 300 Part II IPC and upheld the conviction under Section 308 IPC. The case involved a scuffle where the appellant, a security officer, shot and killed the deceased. The Supreme Court determined that the killing wasn't premeditated but fell under Exception 4 to Section 300 IPC.","Judgment against petitioner (partially). The Supreme Court modified the High Court's judgment, altering the conviction and sentence.  While the High Court's judgment was partially upheld and the conviction under Section 308 was confirmed,  the Supreme Court substituted the Section 304 Part I conviction with Section 300 Part II.

Case law references supporting this outcome are not explicitly cited in the provided text.  To provide supporting case law, further research into Indian legal precedent concerning Section 300, Exception 4, and the principles of sudden fight and provocation would be necessary.  This would involve searching legal databases for cases dealing with similar facts and legal arguments."
"IPC Sections 302, 148, 149 were invoked.  Fifteen individuals were tried for murder, with one additionally charged under the Arms Act.  The case involved a family feud resulting in the death of Sarjug Rai.  Thirteen accused were convicted, two acquitted, and appeals from three deceased were abated.  The Supreme Court upheld the convictions, finding sufficient evidence to support the application of Section 149 IPC despite arguments regarding alibi and motive.","Judgment against petitioner. The Supreme Court upheld the convictions.  Case law supporting this outcome is not explicitly cited in the provided text, thus, relevant case law references are not available.  To provide relevant case law, further research is required using the IPC sections and the facts of the case."
"Sections 302, 307, and 25 of the IPC and Arms Act, 1959 were involved.  The case concerned an appeal against acquittal in a murder case. The High Court acquitted the accused due to inconsistencies between the prosecution's version of events and medical evidence, and the unreliability of the dying declaration. The Supreme Court upheld the acquittal.","Bail/Acquittal granted.  The Supreme Court upheld the High Court's acquittal.  Three case law references supporting this outcome are not explicitly cited in the provided text but based on legal principles, cases supporting the principle of deference to acquittals and the need for compelling reasons to overturn them would be relevant.  Examples (which may not be directly relevant to the specific facts but illustrate the principle): 

1.  *State of Punjab v. Karnail Singh* (Illustrative example of deference to acquittals)
2. *Bhagwan Singh & Ors. v. State of Madhya Pradesh* (Illustrative example of principles of appellate review in acquittal cases)
3.  *Ramesh Babulal Doshi v. State of Gujarat* (Illustrative example of principles governing appellate review in criminal cases)"
"Sections 302 and 34 of the Indian Penal Code, 1860.  The case involved an appeal against the acquittal of two respondents charged with murder. The High Court acquitted them due to perceived delays in reporting the crime and the improbability of the murder occurring in daylight. The Supreme Court reversed the acquittal, finding the High Court's reasoning based on surmises and conjectures, and restored the trial court's conviction.","{'bail': 'Bail was not granted. Respondents were directed to surrender to serve the remainder of their sentence.', 'case_laws': ['Bhagwan Singh and Ors. v. State of Madhya Pradesh, JT (2002) 3 SC 387', 'Shivaji Sahabrao Bobade and Anr. v. State of Maharashtra, [1973] 2 SCC 793', 'Dalip Singh and Ors. v. The State of Punjab, AIR (1953) SC 364']}"
"The appellant was convicted under Section 5 of the TADA Act, Sections 4 & 5 of the Explosive Substances Act, 1908, and Section 9-B of the Explosives Act, 1884, read with Rule 115 of the Explosives Rules, 1983.  He was found guilty of possessing large quantities of explosives without a license. The court found conscious possession, rejecting the appellant's claim of lack of knowledge.","{'bail_granted': False, 'judgment': 'against petitioner', 'case_law_references': ['Superintendent & Remembrancer of Legal Affairs, West Bengal v. Anil Kumar Bhunia and Ors., AIR (1980) SC 52', 'Gunwantlal v. The State of M.P., AIR (1972) SC 1756', 'State of Tamil Nadu v. Sivarasan @ Raghu @ Sivarasa and Ors., [1997] 1 SCC 682']}"
"IPC Sections 302 and 34: The appellants were convicted of murder (Section 302) and common intention (Section 34) by the Allahabad High Court, overturning a trial court acquittal.  The case involved a daylight murder with multiple eyewitnesses, though the trial court questioned the credibility of the witnesses and the lack of clear motive.","Bail was not granted; judgment against petitioner.  
Case law supporting the High Court's reversal of acquittal and upholding the conviction includes:
1. *Girish Yadav and Ors. v. State of Madhya Pradesh*, JT (1996) 3 SC 615 (Regarding site plans and witness credibility)
2. *Dalip Singh and Ors. v. The State of Punjab*, AIR (1953) SC 364 (Regarding the credibility of relatives as witnesses)
3. *Masalti and Ors. v. State of U.P.*, AIR (1965) SC 202 (Regarding the consideration of evidence from partisan witnesses)"
"IPC Sections 302, 307, 148, 149, and 27 of the Arms Act were involved.  The case concerned an appeal against convictions for murder and attempted murder.  The High Court upheld the conviction of Ram Dular Rai for murder under Section 302, but acquitted other appellants of attempted murder under Section 307/149.  The Supreme Court affirmed the High Court's decision, upholding the application of Section 149 IPC regarding the unlawful assembly.","Judgment against petitioner (partially). The appeal of Ram Dular Rai was dismissed, while the convictions of other appellants for attempted murder were overturned.  Case law supporting this outcome is not directly cited within the provided text, thus this information is 'Not available'.  The decision relies on interpretation and application of IPC sections, particularly 149."
